"simulação","valor_final","retorno_percentual","drawdown_percentual"
129,15258.9772939253,52.5897729392533,10.5459301615861
130,9724.17306647675,-2.75826933523247,22.6232989978918
131,10521.0452730289,5.21045273028935,21.6754862157312
132,11694.9641140222,16.9496411402222,17.2470217200906
133,11809.3926208605,18.0939262086046,20.2988491155169
134,4799.83819401856,-52.0016180598144,59.9368021857287
135,8188.46903049256,-18.1153096950744,37.3752828166566
136,19514.0345615676,95.140345615676,11.5950477314065
137,10714.0613586629,7.14061358662923,28.4428057202873
138,7277.1802010463,-27.228197989537,33.532016658306
139,7779.89071292153,-22.2010928707847,38.0288860080776
140,7538.24138945035,-24.6175861054965,33.0416931628642
141,12670.2467731905,26.7024677319052,29.7427988870477
142,11171.4256193959,11.7142561939594,17.6297359326547
143,14462.4200246353,44.6242002463535,17.9215689346652
144,8843.42404194471,-11.5657595805529,41.5517209007196
145,11996.5484717,19.9654847170002,17.9512591127622
146,10132.2148838233,1.32214883823305,33.3075582773459
147,13400.5038237352,34.0050382373524,13.1287858928793
148,8999.44013128274,-10.0055986871726,42.7170818540004
149,14719.2224220813,47.192224220813,15.9748504464281
150,10701.755584782,7.01755584782042,12.3514717256271
151,19172.0006125699,91.7200061256987,16.7954061290154
152,16434.2076476534,64.3420764765344,19.5289336602866
153,10901.7997071614,9.01799707161361,27.4098931054821
154,10992.5936623926,9.92593662392598,35.7480931076051
155,19506.6580122238,95.0665801222379,8.95406588525841
156,10817.5283767288,8.17528376728842,19.684816497187
157,11523.6067524432,15.236067524432,17.7661693939569
158,9007.20819542416,-9.92791804575841,31.2523490462151
159,12452.5623031315,24.5256230313151,26.3087654908292
160,11233.9866572368,12.3398665723676,18.2187622575973
161,5629.94861671951,-43.7005138328049,53.7260021133859
162,11400.1606440611,14.0016064406106,26.0299278421854
163,9174.90869089891,-8.2509130910109,31.1793511006688
164,9776.97507133182,-2.2302492866818,22.8147458322167
165,7171.17048288873,-28.2882951711127,32.7215443800022
166,11575.439864582,15.7543986458196,26.0550772394271
167,18428.0710627169,84.2807106271691,16.8795119289717
168,9455.22434596778,-5.44775654032216,24.1125290839567
169,11720.8468378297,17.2084683782975,17.6180164168581
170,5369.28656289034,-46.3071343710966,43.0087217335216
171,7618.42417416872,-23.8157582583128,28.286524522676
172,10598.4634035275,5.98463403527538,19.3520079217991
173,11584.9042920868,15.8490429208675,18.3268060271816
174,12401.6434088916,24.0164340889161,23.3263034059111
175,14124.3008233225,41.2430082332249,20.1821991207126
176,17404.6220535237,74.0462205352373,13.8204232356545
177,17093.952185404,70.93952185404,17.0393331294567
178,10530.4373101287,5.30437310128702,16.856904279161
179,11196.2454604601,11.9624546046015,17.1901113761856
180,20340.2954447107,103.402954447107,16.2776705362559
181,7727.78371545673,-22.7221628454327,30.3853519650168
182,13840.2593392584,38.4025933925835,11.6699453385123
183,11324.9644489987,13.249644489987,30.3602117730782
184,8919.52998617975,-10.8047001382025,28.8082202326163
185,10363.3984745352,3.63398474535241,34.1020015817288
186,13666.2315575749,36.662315575749,19.3466851315152
187,11789.4850743858,17.8948507438579,36.360182731417
188,7943.62704746432,-20.5637295253568,36.8094644111681
189,11914.9818183772,19.1498181837722,18.9379940470301
190,17694.125724392,76.9412572439197,14.4192196951867
191,9433.74206468893,-5.66257935311071,37.8403413268091
192,13081.2326451419,30.8123264514186,15.6920753300309
193,13146.7484769267,31.4674847692672,16.1994575280164
194,19649.1706082137,96.4917060821369,14.5152963944651
195,9490.81391908366,-5.09186080916344,18.7460370945845
196,11557.4136193818,15.5741361938176,20.1008446607934
197,15403.7219624488,54.037219624488,18.6669104351267
